order_id,user,product,category,qty,unit_price,coupon_applied,ts
135,timo,gizmo x,gizmos,1,30.05,False,2024-05-11T19:48:21
136,vea,widget b,widgets,2,12.53,False,2024-03-21T09:06:26
137,sofia,widget b,widgets,1,11.26,False,2024-02-02T11:26:21
138,zara,widget c,widgets,1,21.36,False,2024-02-16T16:52:32
139,zara,widget c,widgets,2,18.82,True,2024-05-17T12:35:31
140,vea,addon 2,addons,3,5.46,False,2024-05-23T21:47:31
141,ana,widget a,widgets,1,9.47,False,2024-04-16T11:30:46
142,uma,widget b,widgets,1,11.9,False,2024-06-20T14:19:51
143,kai,gizmo x,gizmos,1,30.18,False,2024-05-07T15:17:39
144,uma,widget b,widgets,1,10.33,False,2024-01-22T10:03:10
145,hans,widget c,widgets,1,18.26,False,2024-05-06T19:16:38
146,ravi,widget b,widgets,2,12.56,False,2024-04-22T13:00:44
147,bruno,gizmo x,gizmos,1,32.92,False,2024-01-19T19:59:14
148,lia,widget c,widgets,1,17.72,False,2024-06-21T15:47:20
149,olav,widget b,widgets,1,12.35,True,2024-05-23T12:51:02
150,eli,gizmo x,gizmos,1,31.31,True,2024-02-09T13:06:57
151,hans,widget b,widgets,2,12.35,False,2024-06-28T11:23:40
152,ravi,widget b,widgets,1,13.32,True,2024-03-06T09:13:11
153,zara,widget c,widgets,1,17.66,True,2024-03-17T18:32:45
154,dora,pro kit,kits,1,46.97,False,2024-03-23T09:50:22
155,hans,widget a,widgets,1,10.1,False,2024-02-25T19:30:17
156,ana,gizmo x,gizmos,2,28.36,True,2024-05-09T16:38:41
157,olav,widget a,widgets,1,8.05,True,2024-04-23T16:46:32
158,sofia,widget c,widgets,1,19.56,False,2024-04-02T15:11:29
159,dora,widget b,widgets,2,12.54,False,2024-05-11T12:25:13
160,nils,widget b,widgets,1,13.18,False,2024-05-12T19:39:04
161,kai,widget c,widgets,1,17.02,False,2024-01-13T12:34:01
162,clara,widget a,widgets,1,8.66,True,2024-01-12T17:23:49
163,ravi,widget a,widgets,1,10.01,False,2024-03-18T20:09:31
164,bruno,service plan,services,1,16.74,False,2024-01-29T10:18:50
165,pia,widget a,widgets,1,9.15,True,2024-02-20T12:00:00
166,zara,gizmo y,gizmos,3,26.29,False,2024-04-27T09:52:58
167,timo,gizmo y,gizmos,1,22.37,False,2024-06-16T16:03:37
168,lia,widget b,widgets,1,11.64,True,2024-04-25T09:21:49
169,clara,gizmo x,gizmos,1,28.6,True,2024-02-26T14:06:56
170,yuri,service plan,services,1,16.45,True,2024-04-22T12:32:19
171,vea,gizmo x,gizmos,1,28.88,False,2024-02-19T17:27:39
172,dora,widget a,widgets,1,9.48,False,2024-05-01T11:21:49
173,bruno,gizmo y,gizmos,1,21.87,False,2024-05-19T16:06:33
174,yuri,widget c,widgets,1,18.99,False,2024-01-24T18:59:28
175,ravi,starter kit,kits,1,40.97,False,2024-03-13T10:26:10
176,xena,widget a,widgets,1,7.86,False,2024-03-19T15:49:15
177,walt,gizmo y,gizmos,1,20.55,False,2024-05-25T20:09:43
178,timo,widget c,widgets,1,20.96,True,2024-04-17T17:18:03
179,clara,widget c,widgets,1,17.41,False,2024-01-15T19:51:40
180,dora,widget b,widgets,2,11.46,False,2024-05-29T11:58:40
181,hans,widget c,widgets,1,19.58,False,2024-04-29T11:42:29
182,yuri,pro kit,kits,2,52.82,False,2024-06-17T18:27:51
183,uma,service plan,services,1,21.68,False,2024-03-21T16:29:10
184,olav,gizmo y,gizmos,1,22.93,True,2024-03-25T09:16:25
185,bruno,widget c,widgets,1,21.08,False,2024-04-22T17:12:23
186,mari,gizmo y,gizmos,3,25.72,True,2024-06-14T09:38:22
187,sofia,addon 1,addons,1,7.0,False,2024-03-23T14:22:46
188,walt,widget b,widgets,1,12.75,False,2024-04-05T11:53:26
189,timo,widget c,widgets,2,18.36,False,2024-05-03T14:38:10
190,bruno,addon 1,addons,1,6.15,False,2024-02-21T20:18:45
191,vea,service plan,services,2,18.05,False,2024-01-27T14:20:41
192,jo,addon 2,addons,1,5.31,True,2024-04-11T19:46:56
193,uma,widget c,widgets,1,20.88,False,2024-05-04T19:02:10
194,quin,gizmo x,gizmos,1,24.81,False,2024-06-22T14:11:45
195,yuri,widget b,widgets,3,10.76,False,2024-05-23T10:37:39
196,quin,starter kit,kits,1,37.09,False,2024-01-25T15:06:42
197,eli,gizmo y,gizmos,2,21.59,False,2024-03-15T19:31:18
198,xena,gizmo x,gizmos,1,31.2,False,2024-02-12T19:47:05
199,hans,gizmo x,gizmos,2,26.34,False,2024-04-13T21:53:15
200,olav,widget c,widgets,2,19.02,False,2024-01-30T18:14:58
201,gia,widget c,widgets,2,16.45,False,2024-03-08T17:44:32
202,dora,starter kit,kits,2,36.49,False,2024-02-19T20:49:28
203,quin,gizmo x,gizmos,1,32.57,False,2024-06-09T09:12:59
204,nils,gizmo y,gizmos,1,23.18,True,2024-02-11T14:32:23
205,dora,addon 1,addons,2,6.24,False,2024-05-31T20:06:03
206,eli,pro kit,kits,1,41.73,True,2024-02-16T19:18:59
207,eli,gizmo y,gizmos,1,21.2,False,2024-02-25T09:25:00
208,hans,gizmo y,gizmos,1,21.2,False,2024-04-18T16:35:19
209,ana,service plan,services,1,16.97,False,2024-04-21T12:20:24
210,sofia,widget a,widgets,1,8.62,False,2024-04-09T17:06:33
211,ravi,gizmo x,gizmos,1,28.02,False,2024-05-16T14:48:20
212,zara,widget b,widgets,1,12.46,False,2024-05-13T19:56:41
213,kai,widget c,widgets,1,20.79,True,2024-05-21T19:30:12
214,olav,pro kit,kits,1,53.58,True,2024-05-21T16:38:15
215,bruno,widget a,widgets,2,10.04,False,2024-02-26T15:18:38
216,mari,starter kit,kits,1,33.58,False,2024-02-22T09:52:16
217,uma,widget a,widgets,2,8.83,False,2024-03-21T15:22:20
218,kai,pro kit,kits,1,47.05,False,2024-02-18T18:22:07
219,clara,widget b,widgets,1,13.78,True,2024-02-23T16:14:02
220,dora,widget c,widgets,1,19.58,False,2024-05-05T13:59:42
221,lia,widget c,widgets,1,18.63,False,2024-05-24T09:15:37
222,clara,addon 2,addons,1,5.45,False,2024-06-22T11:15:22
223,timo,pro kit,kits,1,42.64,False,2024-03-07T20:27:34
224,mari,widget a,widgets,1,9.48,False,2024-03-08T21:14:03
225,yuri,widget b,widgets,1,11.63,False,2024-02-15T15:48:27
226,dora,widget b,widgets,1,11.59,False,2024-02-17T20:49:21
227,io,gizmo x,gizmos,3,27.13,False,2024-03-30T12:39:01
228,dora,widget a,widgets,1,10.08,False,2024-01-17T19:35:31
229,kai,widget b,widgets,1,11.25,False,2024-01-29T20:24:28
230,walt,addon 1,addons,1,6.2,True,2024-01-26T13:13:31
231,zara,widget c,widgets,1,18.25,False,2024-04-10T12:04:38
232,timo,widget b,widgets,1,13.8,False,2024-04-05T18:58:53
233,yuri,gizmo y,gizmos,1,27.4,False,2024-03-23T19:59:19
234,quin,gizmo y,gizmos,1,21.71,False,2024-03-19T21:21:01
235,bruno,starter kit,kits,1,35.08,False,2024-05-09T14:16:09
236,quin,widget b,widgets,1,12.49,False,2024-01-24T13:29:31
237,timo,gizmo y,gizmos,1,24.66,False,2024-02-01T10:05:32
238,timo,service plan,services,1,21.42,True,2024-06-06T10:21:30
239,bruno,service plan,services,1,17.35,False,2024-04-22T13:42:59
240,ana,gizmo y,gizmos,1,27.29,False,2024-05-26T10:49:51
241,vea,gizmo x,gizmos,1,25.17,False,2024-03-29T12:21:59
242,kai,addon 1,addons,2,6.62,False,2024-03-04T15:07:29
243,eli,starter kit,kits,1,36.88,False,2024-02-18T21:38:29
244,hans,widget a,widgets,1,8.69,False,2024-02-15T09:57:42
245,finn,service plan,services,1,17.23,True,2024-06-30T16:26:04
246,pia,pro kit,kits,1,55.54,False,2024-06-24T20:49:13
247,gia,widget a,widgets,1,8.99,False,2024-04-29T16:15:54
248,jo,widget a,widgets,1,10.03,False,2024-05-19T14:53:16
249,bruno,gizmo y,gizmos,1,23.01,False,2024-03-11T11:42:29
250,olav,gizmo y,gizmos,2,24.89,False,2024-01-24T16:42:54
251,dora,widget c,widgets,1,18.23,True,2024-04-19T17:32:00
252,mari,widget a,widgets,1,9.58,False,2024-04-04T15:15:07
253,eli,starter kit,kits,1,44.05,False,2024-03-12T16:29:45
254,timo,gizmo y,gizmos,1,24.05,False,2024-03-30T18:45:06
255,jo,widget a,widgets,1,9.47,False,2024-04-16T20:46:26
256,walt,service plan,services,1,21.66,False,2024-05-21T18:30:50
257,hans,service plan,services,1,19.14,False,2024-05-20T15:44:00
258,eli,gizmo x,gizmos,1,32.9,True,2024-01-04T18:31:44
259,kai,gizmo x,gizmos,1,28.22,False,2024-06-16T11:37:49
260,xena,widget c,widgets,1,19.35,False,2024-03-28T15:44:26
261,kai,pro kit,kits,2,46.68,False,2024-05-20T12:19:53
262,xena,gizmo y,gizmos,1,21.78,True,2024-04-11T16:08:29
263,hans,gizmo y,gizmos,2,25.48,False,2024-03-30T16:04:31
264,lia,gizmo y,gizmos,1,24.53,False,2024-06-11T15:43:26
265,lia,widget c,widgets,1,17.79,False,2024-03-04T16:27:07
266,uma,gizmo x,gizmos,1,31.85,False,2024-04-12T09:16:28
267,io,gizmo y,gizmos,1,22.12,True,2024-06-13T16:47:33
268,hans,widget a,widgets,1,8.54,False,2024-05-04T11:38:04
269,ana,widget c,widgets,1,21.48,False,2024-03-28T12:43:14
270,yuri,addon 1,addons,1,6.07,False,2024-04-28T18:43:04
271,hans,widget a,widgets,2,8.12,False,2024-02-02T09:05:13
272,mari,widget c,widgets,2,21.63,False,2024-06-08T12:50:48
273,ana,gizmo y,gizmos,1,27.48,False,2024-06-28T17:29:43
274,quin,widget b,widgets,2,11.88,True,2024-01-21T18:54:52
275,finn,gizmo y,gizmos,1,20.5,False,2024-02-23T21:42:56
276,vea,widget c,widgets,1,19.79,False,2024-03-18T14:55:50
277,clara,widget a,widgets,1,8.03,False,2024-02-15T13:59:21
278,mari,widget c,widgets,3,17.87,False,2024-01-03T09:50:12
279,uma,widget b,widgets,1,10.63,False,2024-03-14T17:48:20
280,walt,widget b,widgets,1,13.59,False,2024-02-10T10:27:39
281,eli,gizmo x,gizmos,1,29.92,False,2024-04-10T16:33:50
282,yuri,widget b,widgets,2,12.65,False,2024-05-23T17:21:41
283,olav,widget c,widgets,1,19.37,True,2024-04-09T18:39:19
284,quin,gizmo y,gizmos,1,22.76,False,2024-01-22T10:34:26
285,gia,pro kit,kits,1,49.15,False,2024-03-23T16:03:28
286,quin,gizmo y,gizmos,1,23.73,False,2024-05-11T16:03:16
287,mari,widget a,widgets,1,9.21,True,2024-03-03T21:27:24
288,clara,widget a,widgets,2,7.84,False,2024-01-07T15:18:02
289,finn,addon 2,addons,1,5.59,False,2024-06-15T20:47:15
290,mari,gizmo y,gizmos,1,26.59,True,2024-06-29T14:49:34
291,mari,widget b,widgets,2,12.92,False,2024-03-25T09:46:15
292,xena,gizmo y,gizmos,1,22.05,False,2024-01-29T12:01:08
293,gia,widget b,widgets,1,12.58,False,2024-06-19T09:07:29
294,hans,widget a,widgets,1,8.86,False,2024-06-07T17:06:06
295,hans,addon 2,addons,1,5.06,False,2024-05-21T11:05:06
296,quin,gizmo x,gizmos,2,31.01,False,2024-04-18T21:43:30
297,vea,gizmo x,gizmos,1,25.9,False,2024-02-10T11:18:15
298,jo,gizmo y,gizmos,2,26.73,False,2024-04-24T15:04:41
299,ravi,widget c,widgets,2,19.98,False,2024-02-28T15:02:41
300,nils,gizmo x,gizmos,1,29.33,True,2024-02-11T20:03:05
301,eli,widget a,widgets,1,10.26,False,2024-01-25T16:22:34
302,hans,widget c,widgets,1,21.41,False,2024-01-18T20:57:29
303,gia,gizmo x,gizmos,1,29.9,False,2024-02-04T12:00:56
304,yuri,starter kit,kits,1,35.59,False,2024-02-25T09:17:36
305,ana,widget b,widgets,3,10.62,False,2024-03-28T12:08:13
306,walt,gizmo x,gizmos,1,26.73,False,2024-02-21T17:34:19
307,olav,widget c,widgets,1,18.2,False,2024-03-25T20:50:44
308,pia,addon 1,addons,2,6.73,False,2024-04-12T11:28:57
309,hans,widget a,widgets,1,10.17,False,2024-03-17T11:48:18
310,gia,gizmo x,gizmos,1,26.79,False,2024-06-20T15:37:06
311,kai,gizmo x,gizmos,3,30.23,False,2024-01-31T21:09:44
312,zara,widget b,widgets,1,11.96,False,2024-04-08T18:37:56
313,uma,starter kit,kits,1,43.06,False,2024-05-01T16:05:00
314,yuri,widget b,widgets,2,11.03,False,2024-01-02T17:50:18
315,olav,gizmo y,gizmos,1,27.12,False,2024-04-30T09:09:40
316,ana,gizmo x,gizmos,1,29.26,False,2024-06-26T19:51:17
317,ana,gizmo x,gizmos,2,32.57,True,2024-01-18T19:44:09
318,eli,gizmo y,gizmos,1,26.27,False,2024-03-13T09:40:28
319,lia,pro kit,kits,1,56.21,True,2024-05-04T13:03:12
320,clara,widget a,widgets,1,8.67,False,2024-01-11T12:32:56
321,ana,widget b,widgets,1,11.76,False,2024-04-13T10:00:11
322,quin,gizmo x,gizmos,1,32.2,False,2024-03-27T16:13:48
323,bruno,gizmo y,gizmos,2,24.46,True,2024-06-17T14:33:49
324,ana,service plan,services,1,20.83,False,2024-06-18T13:02:13
325,finn,service plan,services,2,18.37,False,2024-03-01T13:40:43
326,yuri,widget b,widgets,1,13.71,True,2024-03-20T16:49:50
327,clara,gizmo y,gizmos,3,23.26,False,2024-01-06T17:06:31
328,io,pro kit,kits,1,46.88,False,2024-03-19T17:59:36
329,vea,addon 2,addons,1,5.18,False,2024-05-09T19:43:37
330,clara,gizmo x,gizmos,1,30.16,False,2024-02-27T20:05:01
331,dora,widget c,widgets,1,20.49,True,2024-01-17T15:26:28
332,olav,starter kit,kits,1,33.46,False,2024-01-18T18:34:26
333,zara,gizmo x,gizmos,1,28.25,False,2024-05-11T17:52:10
334,hans,widget c,widgets,1,17.12,False,2024-02-19T11:43:00
335,clara,widget c,widgets,1,18.91,True,2024-02-16T12:54:26
336,xena,service plan,services,1,18.76,True,2024-01-02T13:29:31
337,mari,gizmo y,gizmos,1,26.61,False,2024-03-19T12:37:31
338,uma,widget c,widgets,1,19.59,False,2024-03-28T11:31:28
339,mari,gizmo y,gizmos,1,24.96,False,2024-05-22T14:50:39
340,mari,gizmo x,gizmos,1,32.76,True,2024-06-30T10:04:49
341,finn,starter kit,kits,1,41.66,False,2024-02-08T09:38:51
342,zara,widget a,widgets,2,9.8,False,2024-03-31T19:57:48
343,jo,widget b,widgets,1,13.04,True,2024-06-29T16:28:23
344,sofia,gizmo y,gizmos,2,26.66,False,2024-01-08T14:13:21
345,walt,starter kit,kits,1,43.85,True,2024-02-15T09:47:26
346,vea,gizmo y,gizmos,1,27.48,False,2024-03-13T21:32:02
347,yuri,gizmo x,gizmos,1,25.51,True,2024-05-15T17:47:07
348,sofia,gizmo x,gizmos,1,28.05,False,2024-04-17T17:04:30
349,eli,widget a,widgets,1,8.45,False,2024-01-16T20:09:18
350,eli,widget c,widgets,1,17.33,False,2024-03-27T19:06:58
351,olav,pro kit,kits,1,46.06,False,2024-01-22T14:32:29
352,uma,widget b,widgets,2,12.87,False,2024-04-10T13:13:30
353,kai,pro kit,kits,1,47.6,True,2024-04-26T15:12:25
354,nils,gizmo y,gizmos,2,23.64,False,2024-01-02T12:23:35
355,gia,widget a,widgets,1,9.81,False,2024-03-07T18:07:33
356,gia,widget c,widgets,1,18.94,False,2024-02-27T15:48:54
357,timo,widget a,widgets,1,9.93,False,2024-05-28T20:16:16
358,zara,gizmo y,gizmos,1,25.24,False,2024-02-13T15:41:59
359,dora,widget b,widgets,1,11.71,True,2024-03-11T11:12:28
360,pia,widget c,widgets,1,18.94,True,2024-02-27T10:56:22
361,olav,addon 1,addons,3,6.97,True,2024-03-11T17:13:43
362,quin,addon 2,addons,1,4.87,False,2024-03-30T10:45:08
363,sofia,widget b,widgets,1,11.19,False,2024-01-31T21:03:17
364,olav,pro kit,kits,1,43.31,True,2024-05-21T14:56:33
365,ravi,widget a,widgets,2,8.84,True,2024-03-18T12:49:26
366,xena,gizmo x,gizmos,1,33.34,False,2024-03-04T15:05:54
367,clara,widget a,widgets,2,8.29,False,2024-04-17T14:10:20
368,walt,addon 2,addons,1,4.46,True,2024-02-07T21:51:22
369,bruno,starter kit,kits,1,39.45,False,2024-05-08T13:15:58
370,sofia,gizmo y,gizmos,3,25.29,True,2024-06-24T15:45:37
371,bruno,widget c,widgets,1,16.91,True,2024-02-28T19:41:50
372,hans,addon 2,addons,1,5.12,False,2024-03-16T13:11:34
373,olav,widget a,widgets,1,9.67,False,2024-06-08T15:20:56
374,olav,addon 1,addons,1,7.77,False,2024-01-18T16:54:40
375,uma,addon 1,addons,2,7.62,False,2024-06-25T12:06:15
376,pia,widget c,widgets,1,19.44,False,2024-03-29T11:06:09
377,kai,widget a,widgets,1,9.34,False,2024-01-04T11:57:14
378,olav,gizmo x,gizmos,1,30.64,True,2024-04-28T11:41:16
379,io,widget c,widgets,1,18.27,False,2024-01-31T09:21:29
380,mari,gizmo x,gizmos,1,25.44,True,2024-02-09T10:05:22
381,eli,starter kit,kits,1,33.26,False,2024-05-28T16:57:40
382,nils,pro kit,kits,1,47.28,False,2024-01-19T14:22:39
383,lia,widget c,widgets,1,20.79,False,2024-04-26T19:59:19
384,vea,gizmo y,gizmos,1,24.79,True,2024-03-05T12:28:33
385,uma,addon 2,addons,1,4.91,True,2024-06-12T11:21:07
386,yuri,gizmo x,gizmos,1,28.39,False,2024-02-15T19:51:10
387,clara,gizmo y,gizmos,1,24.77,False,2024-05-05T17:05:41
388,vea,gizmo x,gizmos,1,29.08,False,2024-02-23T09:58:20
389,zara,gizmo x,gizmos,1,25.63,False,2024-04-18T17:20:45
390,ana,addon 1,addons,1,7.76,False,2024-03-07T16:28:03
391,vea,gizmo x,gizmos,3,31.35,True,2024-01-13T14:18:24
392,io,widget a,widgets,2,8.72,False,2024-05-09T17:38:15
393,yuri,gizmo x,gizmos,1,29.32,False,2024-02-20T17:12:15
394,jo,widget b,widgets,3,10.76,False,2024-04-16T19:41:35
395,yuri,widget b,widgets,1,11.77,False,2024-02-13T15:58:54
396,hans,gizmo x,gizmos,1,29.98,True,2024-05-01T19:46:29
397,xena,widget a,widgets,1,9.54,True,2024-06-22T09:14:40
398,quin,widget c,widgets,1,16.87,False,2024-02-19T10:16:32
